Date Time,,Non Taxable,Taxable,Discount,Tax,Total Sales,Total Sales (Cash),Total Sales (Credit Card),Total Sales (Other Types),Service charges (Tax include),Total Sales + SC,Tips,Total Sales + SC + Tips,Paid Balance
10/02/20 00:00-23:59,,0.00,"1,080.70",0.74,83.65,"1,163.61",237.36,926.25,0.00,0.00,"1,163.61",84.39,"1,248.00",0.00
10/03/20 00:00-23:59,,0.00,"1,578.45",30.68,119.92,"1,667.69",270.12,"1,397.57",0.00,0.00,"1,667.69",109.74,"1,777.43",0.00
10/04/20 00:00-23:59,,0.00,"1,317.90",11.32,101.19,"1,407.77",210.07,"1,197.70",0.00,0.00,"1,407.77",83.59,"1,491.36",0.00
10/05/20 00:00-23:59,,0.00,985.90,9.28,75.67,"1,052.29",206.07,846.22,0.00,0.00,"1,052.29",49.06,"1,101.35",0.00
10/06/20 00:00-23:59,,0.00,"1,119.90",9.53,86.05,"1,196.42",123.69,"1,072.73",0.00,0.00,"1,196.42",79.35,"1,275.77",0.00
10/07/20 00:00-23:59,,0.00,"1,200.15",0.74,92.91,"1,292.32",286.56,"1,005.76",0.00,0.00,"1,292.32",54.29,"1,346.61",0.00
10/08/20 00:00-23:59,,0.00,"1,248.00",8.05,96.15,"1,336.10",249.00,"1,087.10",0.00,0.00,"1,336.10",61.70,"1,397.80",0.00
10/09/20 00:00-23:59,,0.00,"1,510.90",21.06,115.46,"1,605.30",132.21,"1,473.09",0.00,0.00,"1,605.30",86.94,"1,692.24",0.00
10/10/20 00:00-23:59,,0.00,"1,913.45",20.61,146.69,"2,039.53",302.13,"1,737.40",0.00,0.00,"2,039.53",123.65,"2,163.18",0.00
10/11/20 00:00-23:59,,0.00,"1,518.45",18.49,116.26,"1,616.22",315.34,"1,300.88",0.00,0.00,"1,616.22",79.87,"1,696.09",0.00
10/12/20 00:00-23:59,,0.00,"1,206.25",4.02,93.17,"1,295.40",227.16,"1,068.24",0.00,0.00,"1,295.40",63.64,"1,359.04",0.00
10/13/20 00:00-23:59,,0.00,557.90,1.93,43.11,599.08,129.15,469.93,0.00,0.00,599.08,47.39,646.47,0.00
10/14/20 00:00-23:59,,0.00,"1,287.30",0.00,99.75,"1,387.05",201.27,"1,185.78",0.00,0.00,"1,387.05",66.67,"1,453.72",0.00
10/15/20 00:00-23:59,,0.00,"1,505.05",10.89,115.79,"1,609.95",417.09,"1,192.86",0.00,0.00,"1,609.95",73.03,"1,682.98",0.00
10/16/20 00:00-23:59,,0.00,"1,106.95",0.00,85.75,"1,192.70",227.44,965.26,0.00,0.00,"1,192.70",70.85,"1,263.55",0.00
10/17/20 00:00-23:59,,0.00,"1,288.75",8.20,99.26,"1,379.81",195.27,"1,184.54",0.00,0.00,"1,379.81",102.83,"1,482.64",0.00
10/18/20 00:00-23:59,,0.00,"1,702.00",3.91,131.54,"1,829.63",243.31,"1,586.32",0.00,0.00,"1,829.63",86.04,"1,915.67",0.00
10/19/20 00:00-23:59,,0.00,"1,107.75",5.06,85.49,"1,188.18",206.25,981.93,0.00,0.00,"1,188.18",79.63,"1,267.81",0.00
10/20/20 00:00-23:59,,0.00,873.25,3.71,67.40,936.94,196.65,740.29,0.00,0.00,936.94,59.75,996.69,0.00
10/21/20 00:00-23:59,,0.00,"1,062.35",6.26,81.89,"1,137.98",201.34,936.64,0.00,0.00,"1,137.98",72.06,"1,210.04",0.00
10/22/20 00:00-23:59,,0.00,"1,171.05",14.98,89.60,"1,245.67",172.01,"1,073.66",0.00,0.00,"1,245.67",78.23,"1,323.90",0.00
10/23/20 00:00-23:59,,0.00,"1,316.15",20.23,100.46,"1,396.38",227.81,"1,168.57",0.00,0.00,"1,396.38",99.16,"1,495.54",0.00
10/24/20 00:00-23:59,,0.00,"2,062.05",5.84,159.38,"2,215.59",282.73,"1,932.86",0.00,0.00,"2,215.59",129.03,"2,344.62",0.00
10/25/20 00:00-23:59,,0.00,"2,415.15",4.24,186.90,"2,597.81",315.32,"2,282.49",0.00,0.00,"2,597.81",135.29,"2,733.10",0.00
10/26/20 00:00-23:59,,0.00,"1,323.10",1.04,102.45,"1,424.51",296.16,"1,128.35",0.00,0.00,"1,424.51",96.88,"1,521.39",0.00
10/27/20 00:00-23:59,,0.00,"1,174.45",9.08,90.31,"1,255.68",217.97,"1,037.71",0.00,0.00,"1,255.68",60.61,"1,316.29",0.00
10/28/20 00:00-23:59,,0.00,"1,282.00",1.63,99.23,"1,379.60",228.10,"1,151.50",0.00,0.00,"1,379.60",74.07,"1,453.67",0.00
10/29/20 00:00-23:59,,0.00,"1,317.45",2.48,101.91,"1,416.88",205.71,"1,211.17",0.00,0.00,"1,416.88",73.40,"1,490.28",0.00
10/30/20 00:00-23:59,,0.00,"1,061.10",4.82,81.90,"1,138.18",180.74,957.44,0.00,0.00,"1,138.18",64.90,"1,203.08",0.00
10/31/20 00:00-23:59,,0.00,"1,433.05",10.29,110.31,"1,533.07",378.93,"1,154.14",0.00,0.00,"1,533.07",89.85,"1,622.92",0.00
11/01/20 00:00-23:59,,0.00,"1,669.50",10.78,128.60,"1,787.32",288.56,"1,498.76",0.00,0.00,"1,787.32",111.49,"1,898.81",0.00
11/02/20 00:00-23:59,,0.00,929.85,3.13,71.83,998.55,86.68,911.87,0.00,0.00,998.55,65.10,"1,063.65",0.00
11/03/20 00:00-23:59,,0.00,878.80,3.42,67.80,943.18,137.89,805.29,0.00,0.00,943.18,48.75,991.93,0.00
11/04/20 00:00-23:59,,0.00,"1,127.70",3.88,87.11,"1,210.93",128.49,"1,082.44",0.00,0.00,"1,210.93",68.49,"1,279.42",0.00
11/05/20 00:00-23:59,,0.00,"1,213.55",1.19,93.97,"1,306.33",276.84,"1,029.49",0.00,0.00,"1,306.33",75.35,"1,381.68",0.00
11/06/20 00:00-23:59,,0.00,"1,823.75",5.81,140.84,"1,958.78",525.36,"1,433.42",0.00,0.00,"1,958.78",111.92,"2,070.70",0.00
11/07/20 00:00-23:59,,0.00,"2,150.80",11.77,165.83,"2,304.86",292.98,"2,011.88",0.00,0.00,"2,304.86",145.32,"2,450.18",0.00
11/08/20 00:00-23:59,,0.00,"2,089.95",6.55,161.51,"2,244.91",187.92,"2,056.99",0.00,0.00,"2,244.91",146.39,"2,391.30",0.00
11/09/20 00:00-23:59,,0.00,"1,184.40",0.00,91.83,"1,276.23",141.12,"1,135.11",0.00,0.00,"1,276.23",103.79,"1,380.02",0.00
11/10/20 00:00-23:59,,0.00,"1,307.20",6.72,100.81,"1,401.29",193.36,"1,207.93",0.00,0.00,"1,401.29",90.64,"1,491.93",0.00
11/11/20 00:00-23:59,,0.00,"1,635.20",13.43,125.67,"1,747.44",205.15,"1,542.29",0.00,0.00,"1,747.44",109.14,"1,856.58",0.00
11/12/20 00:00-23:59,,0.00,"1,464.90",5.50,113.10,"1,572.50",114.65,"1,457.85",0.00,0.00,"1,572.50",86.61,"1,659.11",0.00
11/13/20 00:00-23:59,,0.00,"1,677.05",0.59,129.96,"1,806.42",312.75,"1,493.67",0.00,0.00,"1,806.42",109.48,"1,915.90",0.00
11/14/20 00:00-23:59,,0.00,"2,296.45",13.56,176.84,"2,459.73",257.11,"2,202.62",0.00,0.00,"2,459.73",164.77,"2,624.50",0.00
11/15/20 00:00-23:59,,0.00,"2,282.25",16.13,175.62,"2,441.74",435.66,"2,006.08",0.00,0.00,"2,441.74",121.22,"2,562.96",0.00
11/16/20 00:00-23:59,,0.00,"1,187.30",1.73,91.86,"1,277.43",201.45,"1,075.98",0.00,0.00,"1,277.43",60.38,"1,337.81",0.00
11/17/20 00:00-23:59,,0.00,"1,290.05",16.31,98.70,"1,372.44",238.73,"1,133.71",0.00,0.00,"1,372.44",97.41,"1,469.85",0.00
11/18/20 00:00-23:59,,0.00,"1,057.70",4.60,81.60,"1,134.70",131.61,"1,003.09",0.00,0.00,"1,134.70",77.53,"1,212.23",0.00
11/19/20 00:00-23:59,,0.00,968.02,7.81,74.43,"1,034.64",202.46,832.18,0.00,0.00,"1,034.64",57.27,"1,091.91",0.00
11/20/20 00:00-23:59,,0.00,"1,595.10",16.35,122.31,"1,701.06",277.03,"1,424.03",0.00,0.00,"1,701.06",90.54,"1,791.60",0.00
11/21/20 00:00-23:59,,0.00,"1,236.55",5.18,95.46,"1,326.83",155.62,"1,171.21",0.00,0.00,"1,326.83",75.31,"1,402.14",0.00
11/22/20 00:00-23:59,,0.00,"1,505.25",12.80,115.68,"1,608.13",109.69,"1,498.44",0.00,0.00,"1,608.13",86.95,"1,695.08",0.00
11/23/20 00:00-23:59,,0.00,"1,400.50",9.95,107.79,"1,498.34",226.74,"1,271.60",0.00,0.00,"1,498.34",107.49,"1,605.83",0.00
11/24/20 00:00-23:59,,0.00,"1,014.10",16.33,77.30,"1,075.07",124.83,950.24,0.00,0.00,"1,075.07",79.41,"1,154.48",0.00
11/25/20 00:00-23:59,,0.00,"1,115.20",1.48,86.31,"1,200.03",219.70,980.33,0.00,0.00,"1,200.03",40.04,"1,240.07",0.00
11/26/20 00:00-23:59,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11/27/20 00:00-23:59,,0.00,"1,140.90",5.32,88.02,"1,223.60",331.98,891.62,0.00,0.00,"1,223.60",63.99,"1,287.59",0.00
11/28/20 00:00-23:59,,0.00,"1,894.40",18.35,145.39,"2,021.44",252.31,"1,769.13",0.00,0.00,"2,021.44",116.82,"2,138.26",0.00
11/29/20 00:00-23:59,,0.00,"1,682.75",23.84,128.61,"1,787.52",173.92,"1,613.60",0.00,0.00,"1,787.52",100.77,"1,888.29",0.00
11/30/20 00:00-23:59,,0.00,"1,177.20",6.62,90.69,"1,261.27",289.74,971.53,0.00,0.00,"1,261.27",83.89,"1,345.16",0.00
12/01/20 00:00-23:59,,0.00,"1,228.75",8.43,94.58,"1,314.90",178.81,"1,136.09",0.00,0.00,"1,314.90",60.32,"1,375.22",0.00
12/02/20 00:00-23:59,,0.00,934.00,0.00,72.40,"1,006.40",130.53,875.87,0.00,0.00,"1,006.40",56.30,"1,062.70",0.00
12/03/20 00:00-23:59,,0.00,"1,229.65",27.47,93.14,"1,295.32",170.04,"1,125.28",0.00,0.00,"1,295.32",71.59,"1,366.91",0.00
12/04/20 00:00-23:59,,0.00,"1,550.10",5.97,119.68,"1,663.81",153.59,"1,510.22",0.00,0.00,"1,663.81",113.16,"1,776.97",0.00
12/05/20 00:00-23:59,,0.00,"1,306.15",9.68,100.47,"1,396.94",245.54,"1,151.40",0.00,0.00,"1,396.94",69.38,"1,466.32",0.00
12/06/20 00:00-23:59,,0.00,"1,767.75",17.70,135.64,"1,885.69",354.94,"1,530.75",0.00,0.00,"1,885.69",85.36,"1,971.05",0.00
12/07/20 00:00-23:59,,0.00,805.05,6.86,61.88,860.07,192.13,667.94,0.00,0.00,860.07,48.64,908.71,0.00
12/08/20 00:00-23:59,,0.00,846.55,2.08,65.44,909.91,49.42,860.49,0.00,0.00,909.91,62.24,972.15,0.00
12/09/20 00:00-23:59,,0.00,924.70,0.01,71.63,996.32,192.74,803.58,0.00,0.00,996.32,56.65,"1,052.97",0.00
12/10/20 00:00-23:59,,0.00,985.85,7.20,75.88,"1,054.53",278.12,776.41,0.00,0.00,"1,054.53",54.80,"1,109.33",0.00
12/11/20 00:00-23:59,,0.00,"1,160.15",6.78,89.44,"1,242.81",243.03,999.78,0.00,0.00,"1,242.81",70.17,"1,312.98",0.00
12/12/20 00:00-23:59,,0.00,"1,857.05",9.31,143.21,"1,990.95",330.99,"1,659.96",0.00,0.00,"1,990.95",116.48,"2,107.43",0.00
12/13/20 00:00-23:59,,0.00,"1,534.75",13.49,117.88,"1,639.14",248.46,"1,390.68",0.00,0.00,"1,639.14",95.89,"1,735.03",0.00
12/14/20 00:00-23:59,,0.00,857.80,0.00,66.49,924.29,91.05,833.24,0.00,0.00,924.29,61.86,986.15,0.00
12/15/20 00:00-23:59,,0.00,669.15,12.78,50.87,707.24,135.67,571.57,0.00,0.00,707.24,42.30,749.54,0.00
12/16/20 00:00-23:59,,0.00,964.15,0.00,74.70,"1,038.85",389.72,649.13,0.00,0.00,"1,038.85",36.58,"1,075.43",0.00
12/17/20 00:00-23:59,,0.00,"1,219.61",7.55,93.94,"1,306.00",135.24,"1,170.76",0.00,0.00,"1,306.00",80.49,"1,386.49",0.00
12/18/20 00:00-23:59,,0.00,"1,326.25",11.15,101.94,"1,417.04",233.55,"1,183.49",0.00,0.00,"1,417.04",81.87,"1,498.91",0.00
12/19/20 00:00-23:59,,0.00,"1,124.15",5.80,86.68,"1,205.03",240.14,964.89,0.00,0.00,"1,205.03",77.39,"1,282.42",0.00
12/20/20 00:00-23:59,,0.00,"1,014.25",0.74,78.61,"1,092.12",222.37,869.75,0.00,0.00,"1,092.12",78.43,"1,170.55",0.00
12/21/20 00:00-23:59,,0.00,839.10,6.57,64.55,897.08,139.37,757.71,0.00,0.00,897.08,58.61,955.69,0.00
12/22/20 00:00-23:59,,0.00,944.60,2.53,73.01,"1,015.08",225.40,789.68,0.00,0.00,"1,015.08",62.33,"1,077.41",0.00
12/23/20 00:00-23:59,,0.00,859.90,1.19,66.53,925.24,125.32,799.92,0.00,0.00,925.24,50.52,975.76,0.00
12/24/20 00:00-23:59,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12/25/20 00:00-23:59,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12/26/20 00:00-23:59,,0.00,"1,136.60",5.51,87.67,"1,218.76",287.24,931.52,0.00,0.00,"1,218.76",67.73,"1,286.49",0.00
12/27/20 00:00-23:59,,0.00,"1,557.65",7.80,120.11,"1,669.96",326.75,"1,343.21",0.00,0.00,"1,669.96",110.26,"1,780.22",0.00
12/28/20 00:00-23:59,,0.00,"1,077.80",2.53,83.35,"1,158.62",328.88,829.74,0.00,0.00,"1,158.62",71.49,"1,230.11",0.00
12/29/20 00:00-23:59,,0.00,"1,105.15",4.30,85.35,"1,186.20",274.09,912.11,0.00,0.00,"1,186.20",70.86,"1,257.06",0.00
12/30/20 00:00-23:59,,0.00,"1,528.05",10.88,117.54,"1,634.71",298.12,"1,336.59",0.00,0.00,"1,634.71",116.04,"1,750.75",0.00
12/31/20 00:00-23:59,,0.00,815.50,33.02,60.63,843.11,77.74,765.37,0.00,0.00,843.11,64.04,907.15,0.00
01/01/21 00:00-23:59,,0.00,"1,951.70",0.00,151.28,"2,102.98",327.08,"1,775.90",0.00,0.00,"2,102.98",100.99,"2,203.97",0.00
01/02/21 00:00-23:59,,0.00,"2,010.30",3.87,155.48,"2,161.91",231.58,"1,930.33",0.00,0.00,"2,161.91",131.61,"2,293.52",0.00
01/03/21 00:00-23:59,,0.00,"1,800.60",12.67,138.61,"1,926.54",241.07,"1,685.47",0.00,0.00,"1,926.54",116.21,"2,042.75",0.00
01/04/21 00:00-23:59,,0.00,"1,405.50",1.79,108.75,"1,512.46",258.24,"1,254.22",0.00,0.00,"1,512.46",108.37,"1,620.83",0.00
01/05/21 00:00-23:59,,0.00,"1,168.65",10.21,89.78,"1,248.22",296.75,951.47,0.00,0.00,"1,248.22",59.96,"1,308.18",0.00
01/06/21 00:00-23:59,,0.00,"1,208.20",2.22,93.46,"1,299.44",176.77,"1,122.67",0.00,0.00,"1,299.44",102.97,"1,402.41",0.00
01/07/21 00:00-23:59,,0.00,"1,117.85",13.01,85.64,"1,190.48",213.56,976.92,0.00,0.00,"1,190.48",88.79,"1,279.27",0.00
01/08/21 00:00-23:59,,0.00,"1,548.60",7.84,119.41,"1,660.17",244.45,"1,415.72",0.00,0.00,"1,660.17",97.70,"1,757.87",0.00
01/09/21 00:00-23:59,,0.00,"2,182.00",7.96,168.52,"2,342.56",362.87,"1,979.69",0.00,0.00,"2,342.56",127.28,"2,469.84",0.00
01/10/21 00:00-23:59,,0.00,"2,416.10",2.38,187.09,"2,600.81",360.88,"2,239.93",0.00,0.00,"2,600.81",127.20,"2,728.01",0.00
01/11/21 00:00-23:59,,0.00,793.15,9.94,60.67,843.88,68.41,775.47,0.00,0.00,843.88,50.09,893.97,0.00
01/12/21 00:00-23:59,,0.00,956.05,5.04,73.73,"1,024.74",132.75,891.99,0.00,0.00,"1,024.74",60.13,"1,084.87",0.00
01/13/21 00:00-23:59,,0.00,"1,510.30",5.51,116.62,"1,621.41",210.73,"1,410.68",0.00,0.00,"1,621.41",111.78,"1,733.19",0.00
01/14/21 00:00-23:59,,0.00,"1,099.05",5.65,84.74,"1,178.14",144.89,"1,033.25",0.00,0.00,"1,178.14",85.11,"1,263.25",0.00
01/15/21 00:00-23:59,,0.00,"1,797.85",10.86,138.51,"1,925.50",355.67,"1,569.83",0.00,0.00,"1,925.50",129.69,"2,055.19",0.00
01/16/21 00:00-23:59,,0.00,"1,896.65",4.39,146.70,"2,038.96",366.54,"1,672.42",0.00,0.00,"2,038.96",117.36,"2,156.32",0.00
01/17/21 00:00-23:59,,0.00,"2,067.10",4.46,159.76,"2,222.40",337.84,"1,884.56",0.00,0.00,"2,222.40",116.59,"2,338.99",0.00
01/18/21 00:00-23:59,,0.00,"1,386.60",3.58,107.16,"1,490.18",228.62,"1,261.56",0.00,0.00,"1,490.18",91.17,"1,581.35",0.00
01/19/21 00:00-23:59,,0.00,"1,054.35",3.72,81.40,"1,132.03",150.89,981.14,0.00,0.00,"1,132.03",55.49,"1,187.52",0.00
01/20/21 00:00-23:59,,0.00,"1,111.25",3.37,85.88,"1,193.76",235.72,958.04,0.00,0.00,"1,193.76",71.01,"1,264.77",0.00
01/21/21 00:00-23:59,,0.00,"1,154.95",2.78,89.30,"1,241.47",154.51,"1,086.96",0.00,0.00,"1,241.47",89.41,"1,330.88",0.00
01/22/21 00:00-23:59,,0.00,"1,584.75",0.74,122.75,"1,706.76",252.12,"1,454.64",0.00,0.00,"1,706.76",116.02,"1,822.78",0.00
01/23/21 00:00-23:59,,0.00,"1,457.45",43.19,109.57,"1,523.83",238.89,"1,284.94",0.00,0.00,"1,523.83",90.86,"1,614.69",0.00
01/24/21 00:00-23:59,,0.00,"1,996.10",12.58,153.78,"2,137.30",614.75,"1,522.55",0.00,0.00,"2,137.30",126.73,"2,264.03",0.00
01/25/21 00:00-23:59,,0.00,866.30,4.17,66.82,928.95,282.22,646.73,0.00,0.00,928.95,44.08,973.03,0.00
01/26/21 00:00-23:59,,0.00,843.45,12.80,64.35,895.00,123.66,771.34,0.00,0.00,895.00,70.67,965.67,0.00
01/27/21 00:00-23:59,,0.00,"1,291.90",0.00,100.13,"1,392.03",219.02,"1,173.01",0.00,0.00,"1,392.03",90.02,"1,482.05",0.00
01/28/21 00:00-23:59,,0.00,897.50,6.18,69.10,960.42,65.36,895.06,0.00,0.00,960.42,75.89,"1,036.31",0.00
01/29/21 00:00-23:59,,0.00,"1,638.80",38.69,123.99,"1,724.10",232.42,"1,491.68",0.00,0.00,"1,724.10",121.85,"1,845.95",0.00
01/30/21 00:00-23:59,,0.00,"2,431.25",7.87,187.86,"2,611.24",356.89,"2,254.35",0.00,0.00,"2,611.24",168.42,"2,779.66",0.00
01/31/21 00:00-23:59,,0.00,"2,101.55",1.79,162.75,"2,262.51",487.57,"1,774.94",0.00,0.00,"2,262.51",128.25,"2,390.76",0.00